category,sku,descripcion,price,stock,old_price,price_delta,last_seen,status,category_old,familia,marca,discount,ref,processed_description,entities,category_homol
Laptops,BM7B7UA,"Laptop Gamer HP Victus 15, 15.6"" 1920x1080 Full HD, Intel Core i7-13620H, NVIDIA GeForce RTX 5060, 16GB, 512GB SSD, Windows 11 Home, Inglés",27749.0,100.0,27749.0,0.0,20251004 18:54,active,,,,,,laptop gamer hp victus 15 15 6 1920x1080 full hd intel core i7 13620h nvidia geforce rtx 5060 16gb 512gb ssd windows 11 home ingles,"{'CATEGORY': ['laptop gamer'], 'BRAND': ['hp'], 'SERIES': ['victus 15 15 6'], 'CPU': ['intel core i7 13620h'], 'GPU': ['rtx 5060'], 'RAM_CAPACITY': ['16gb'], 'STORAGE': ['512gb']}",LAPTOP
Laptops,83F50015US,"Laptop Lenovo Legion Pro 7i, 16"" 2560x1600, 275HX, GeForce RTX 5080, 64GB, 1TB SSD, Windows 11 Home, Inglés",75169.0,10.0,75169.0,0.0,20251004 18:54,active,,,,,,laptop lenovo legion pro 7i 16 2560x1600 275hx geforce rtx 5080 64gb 1tb ssd windows 11 home ingles,"{'CATEGORY': ['laptop'], 'BRAND': ['lenovo'], 'SERIES': ['legion pro 7i 16'], 'GPU': ['rtx 5080'], 'RAM_CAPACITY': ['64gb'], 'STORAGE': ['1tb']}",LAPTOP
Monitores,C32G2,"Monitor Gamer Curvo AOC C32G2 LED 32"", 1920x1080 Full HD, FreeSync, 165Hz, HDMI/DisplayPort, Negro/Rojo",3379.0,4.0,3379.0,0.0,20251004 18:54,active,,,,,,monitor gamer curvo aoc c32g2 led 32 1920x1080 full hd freesync 165hz hdmi displayport negro rojo,"{'CATEGORY': ['monitor gamer curvo'], 'BRAND': ['aoc'], 'SERIES': ['c32g2'], 'DISPLAY_TECH': ['led'], 'SIZE': ['32']}",MONITOR
Tarjetas de video,ZT-B50710J2-10P,"Tarjeta de Video Zotac NVIDIA GeForce RTX 5070 Ti SOLID CORE OC, 16GB 256-bit GDDR7, PCI Express x16 5.0",17299.0,31.0,17299.0,0.0,20251004 18:54,active,,,,,,tarjeta video zotac nvidia geforce rtx 5070 solid core oc 16gb 256 bit gddr7 pci express x16 5 0,"{'CATEGORY': ['tarjeta video'], 'BRAND': ['zotac'], 'GPU': ['rtx 5070'], 'SERIES': ['solid core oc'], 'STORAGE': ['16gb']}",GPU
Tarjetas de video,RTX 5070 TI 16G GAMING TRIO OC,"Tarjeta de Video MSI NVIDIA GeForce RTX 5070 Ti GAMING TRIO OC, 16GB 256-bit GDDR7, PCI Express 5.0",18009.0,14.0,18009.0,0.0,20251004 18:54,active,,,,,,tarjeta video msi nvidia geforce rtx 5070 gaming trio oc 16gb 256 bit gddr7 pci express 5 0,"{'CATEGORY': ['tarjeta video'], 'BRAND': ['msi'], 'GPU': ['rtx 5070'], 'SERIES': ['gaming trio oc'], 'STORAGE': ['16gb']}",GPU
Switches,AT-GS950/52PS-V2-10,"Switch Allied Telesis AT-GS950/52PS-V2-10, 48 Puertos Gigabit Ethernet 10/100/1000 24 x PoE+ 150W, 4 Puertos SFP, 104 Gbit/s, 8192 Entradas, Administrado",24459.0,5.0,24459.0,0.0,20251004 18:54,active,,,,,,switch allied telesis at gs950 52ps v2 10 48 puertos gigabit ethernet 10 100 1000 24 x poe 150w 4 puertos sfp 104 gbit s 8192 entradas administrado,"{'CATEGORY': ['switch'], 'BRAND': ['allied', 'telesis'], 'SERIES': ['at gs950 52ps v2 10 48']}",MULTI
Audifonos,JBL_Tune670NC_Black,"JBL Audífonos con Micrófono Tune 670NC, Bluetooth, Inalámbrico, USB-C, Negro",6619.0,15.0,6619.0,0.0,20251004 18:54,active,,,,,,jbl audifonos microfono tune 670nc bluetooth inalambrico usb c negro,"{'BRAND': ['jbl'], 'CATEGORY': ['audifonos'], 'SERIES': ['tune 670nc'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['negro']}",HEADPHONE
HDD,ST12000NM002H,"Disco Duro Interno Seagate Exos X24 3.5"", 12TB, SATA III, 6 Gbit/s, 7200RPM, 512MB Caché",5999.0,10.0,5999.0,0.0,20251004 18:54,active,,,,,,disco duro interno seagate exos x24 3 5 12tb sata iii 6 gbit s 7200rpm 512mb cache,"{'CATEGORY': ['disco duro interno'], 'BRAND': ['seagate'], 'SERIES': ['exos x24'], 'SIZE': ['3 5'], 'STORAGE': ['12tb'], 'INTERFACE': ['sata iii'], 'ROTATION_SPEED': ['7200rpm']}",HDD
Laptops,82LV0075US,"Laptop Lenovo Ideapad 1, 14"" 1366x768 HD, Intel Celeron N4500, 4GB, 128GB eMMC, Windows 11 Home, Inglés",4259.0,19.0,4259.0,0.0,20251004 18:54,active,,,,,,laptop lenovo ideapad 1 14 1366x768 hd intel celeron n4500 4gb 128gb emmc windows 11 home ingles,"{'CATEGORY': ['laptop'], 'BRAND': ['lenovo'], 'SERIES': ['ideapad 1 14'], 'CPU': ['intel celeron n4500'], 'RAM_CAPACITY': ['4gb'], 'STORAGE': ['128gb']}",LAPTOP
Laptops,21HRS16H00,"Laptop Lenovo Thinkpad X1 Yoga Gen 8, 14"" 1920x1200 WUXGA Táctil, Intel Core i7-1355U, 32GB, 1TB SSD, Windows 11 Pro, Español",29579.0,0.0,29579.0,0.0,20251004 18:54,active,,,,,,laptop lenovo thinkpad x1 yoga gen 8 14 1920x1200 wuxga tactil intel core i7 1355u 32gb 1tb ssd windows 11 pro espanol,"{'CATEGORY': ['laptop'], 'BRAND': ['lenovo'], 'SERIES': ['thinkpad x1 yoga gen 8 14'], 'CPU': ['intel core i7 1355u'], 'RAM_CAPACITY': ['32gb'], 'STORAGE': ['1tb']}",LAPTOP
Monitores,VG279Q3R,"Monitor Gamer ASUS VG279Q3R LED 27"", 1920x1080 Full HD, FreeSync, 180Hz, HDMI/DisplayPort, Negro",3989.0,8.0,3989.0,0.0,20251004 18:54,active,,,,,,monitor gamer asus vg279q3r led 27 1920x1080 full hd freesync 180hz hdmi displayport negro,"{'CATEGORY': ['monitor gamer'], 'BRAND': ['asus'], 'SERIES': ['vg279q3r'], 'DISPLAY_TECH': ['led'], 'SIZE': ['27']}",MONITOR
Kit teclado y raton,4X31R64424,"Kit de Teclado y Mouse Lenovo Essential Wired Combo, Alámbrico, USB, Negro, Español",629.0,29.0,629.0,0.0,20251004 18:54,active,,,,,,kit teclado mouse lenovo essential wired combo alambrico usb negro espanol,"{'CATEGORY': ['kit teclado'], 'BRAND': ['lenovo'], 'SERIES': ['essential wired combo'], 'WIRE_LESS': ['alambrico'], 'COLOR': ['negro'], 'LANGUAGE': ['espanol']}",KITKM
Enfriamiento liquido,VORTEX LUM 240 ARGB,"Antec VORTEX LUM 240 Enfriamiento Líquido para CPU, 2x 120mm, hasta 1800RPM, Negro",1339.0,36.0,1339.0,0.0,20251004 18:54,active,,,,,,antec vortex lum 240 enfriamiento liquido cpu 2x 120mm 1800rpm negro,"{'BRAND': ['antec'], 'SERIES': ['vortex lum 240'], 'CATEGORY': ['enfriamiento liquido'], 'COLOR': ['negro']}",WATERC
Gabinetes,C8 WOOD,"Gabinete Antec C8 WOOD, Full Tower, ATX/EATX/Micro-ATX/Mini-ITX, USB 3.0, sin Fuente, sin Ventiladores Instalados, Negro",2269.0,28.0,2269.0,0.0,20251004 18:54,active,,,,,,gabinete antec c8 wood full tower atx eatx micro atx mini itx usb 3 0 fuente ventiladores instalados negro,"{'CATEGORY': ['gabinete'], 'BRAND': ['antec'], 'SERIES': ['c8 wood'], 'ITEMS': ['ventiladores'], 'COLOR': ['negro']}",CASE
Gabinetes,C3 ARGB,"Gabinete Antec CONSTELLATION C3, Midi-Tower, ATX/Micro-ATX/Mini-ITX, USB 3.0, sin Fuente, 4 Ventiladores Instalados, Negro",1789.0,22.0,1789.0,0.0,20251004 18:54,active,,,,,,gabinete antec constellation c3 midi tower atx micro atx mini itx usb 3 0 fuente 4 ventiladores instalados negro,"{'CATEGORY': ['gabinete'], 'BRAND': ['antec'], 'SERIES': ['constellation c3'], 'ITEMS': ['4 ventiladores']}",CASE
Gabinetes,TUF GAMING GT502 / HORIZON WHITE,"Gabinete ASUS TUF GAMING GT502, Midi-Tower, ATX/Micro-ATX/Mini-ITX, USB 3.0, sin Fuente, sin Ventiladores Instalados, Blanco",3999.0,8.0,3999.0,0.0,20251004 18:54,active,,,,,,gabinete asus tuf gaming gt502 midi tower atx micro atx mini itx usb 3 0 fuente ventiladores instalados blanco,"{'CATEGORY': ['gabinete'], 'BRAND': ['asus'], 'SERIES': ['tuf gaming gt502'], 'ITEMS': ['ventiladores'], 'COLOR': ['blanco']}",CASE
Gabinetes,PRO SHIELD M100P,"Gabinete MSI PRO SHIELD M100P, Midi-Tower, Micro-ATX/Mini-ITX, USB 2.0/3.0, sin Fuente, 1 Ventilador Instalado, Negro",779.0,7.0,779.0,0.0,20251004 18:54,active,,,,,,gabinete msi pro shield m100p midi tower micro atx mini itx usb 2 0 3 0 fuente 1 ventilador instalado negro,"{'CATEGORY': ['gabinete'], 'BRAND': ['msi'], 'SERIES': ['pro shield m100p'], 'ITEMS': ['1 ventilador'], 'COLOR': ['negro']}",CASE
Gabinetes,A31 TG WHITE,"Gabinete ASUS A31 TG, Midi-Tower, ATX/Micro-ATX/Mini-ITX, USB 3.0, sin Fuente, 4 Ventiladores Instalados, Blanco",1849.0,2.0,1849.0,0.0,20251004 18:54,active,,,,,,gabinete asus a31 tg midi tower atx micro atx mini itx usb 3 0 fuente 4 ventiladores instalados blanco,"{'CATEGORY': ['gabinete'], 'BRAND': ['asus'], 'SERIES': ['a31 tg'], 'ITEMS': ['4 ventiladores'], 'COLOR': ['blanco']}",CASE
Laptops,BS6H5LT,"Laptop HP BS6H5LT, 14"" 1920x1200 WUXGA Táctil, Intel Core Ultra 7 255U, 16GB, 1TB SSD, Windows 11 Pro, Español",32619.0,197.0,32619.0,0.0,20251004 18:54,active,,,,,,laptop hp bs6h5lt 14 1920x1200 wuxga tactil intel core ultra 7 255u 16gb 1tb ssd windows 11 pro espanol,"{'CATEGORY': ['laptop'], 'BRAND': ['hp'], 'SERIES': ['bs6h5lt 14'], 'CPU': ['intel core ultra 7 255u'], 'RAM_CAPACITY': ['16gb'], 'STORAGE': ['1tb']}",LAPTOP
Laptops,245-R316512-ROW,"Laptop HP 245 G9, 14"" 1366x768 HD, AMD Ryzen 3 7330U, 16GB, 512GB SSD, Windows 11 Home, Español",8279.0,2404.0,8279.0,0.0,20251004 18:54,active,,,,,,laptop hp 245 g9 14 1366x768 hd amd ryzen 3 7330u 16gb 512gb ssd windows 11 home espanol,"{'CATEGORY': ['laptop'], 'BRAND': ['hp'], 'SERIES': ['245 g9 14'], 'CPU': ['amd ryzen 3 7330u'], 'RAM_CAPACITY': ['16gb'], 'STORAGE': ['512gb']}",LAPTOP
Laptops,HT14CCIC46EG,"Laptop Hyundai HT14CCIC46EG, 14.1"" 1366x768 HD, Intel Celeron N4020, 4GB, 128GB eMMC, Windows 11 Home  S, Inglés",4199.0,59.0,4199.0,0.0,20251004 18:54,active,,,,,,laptop hyundai ht14ccic46eg 14 1 1366x768 hd intel celeron n4020 4gb 128gb emmc windows 11 home s ingles,"{'CATEGORY': ['laptop'], 'BRAND': ['hyundai'], 'SERIES': ['ht14ccic46eg 14 1'], 'CPU': ['intel celeron n4020'], 'RAM_CAPACITY': ['4gb'], 'STORAGE': ['128gb']}",LAPTOP
RAM laptops,MTC4C10163S1SC56BD1,"Memoria RAM para Laptop Micron MTC4C10163S1SC56BD1 DDR5, 5600MHz, 8GB, Non-ECC, CL46, 262-pin SO-DIMM",699.0,55.0,699.0,0.0,20251004 18:54,active,,,,,,memoria ram laptop micron mtc4c10163s1sc56bd1 ddr5 5600mhz 8gb non ecc cl46 262 pin so dimm,"{'CATEGORY': ['memoria ram'], 'BRAND': ['micron'], 'SERIES': ['mtc4c10163s1sc56bd1'], 'DDR_GEN': ['ddr5'], 'RAM_SPEED': ['5600mhz'], 'RAM_CAPACITY': ['8gb'], 'CAS_LAT': ['cl46']}",RAM
Monitores,24G411A-B,"Monitor Gamer LG UltraGear G4 LCD 23.8"", 1920x1080 Full HD, G-Sync/FreeSync, 144Hz, HDMI/DisplayPort, Negro",2409.0,1843.0,2409.0,0.0,20251004 18:54,active,,,,,,monitor gamer lg ultragear g4 lcd 23 8 1920x1080 full hd g sync freesync 144hz hdmi displayport negro,"{'CATEGORY': ['monitor gamer'], 'BRAND': ['lg'], 'SERIES': ['ultragear g4'], 'DISPLAY_TECH': ['lcd'], 'SIZE': ['23 8']}",MONITOR
Monitores,LS27D366GANXZA,"Monitor Gamer Curvo Samsung S3 S36D LED 27"", 1920x1080 Full HD, FreeSync, 100Hz, HDMI, Negro",3459.0,9.0,3459.0,0.0,20251004 18:54,active,,,,,,monitor gamer curvo samsung s3 s36d led 27 1920x1080 full hd freesync 100hz hdmi negro,"{'CATEGORY': ['monitor gamer curvo'], 'BRAND': ['samsung'], 'SERIES': ['s3 s36d'], 'DISPLAY_TECH': ['led'], 'SIZE': ['27']}",MONITOR
Monitores,GS27F US1,"Monitor Gamer Gigabyte GS27F LCD 27"", 1920x1080 Full HD, FreeSync, 165Hz, HDMI/DisplayPort, Negro",2499.0,10.0,2499.0,0.0,20251004 18:54,active,,,,,,monitor gamer gigabyte gs27f lcd 27 1920x1080 full hd freesync 165hz hdmi displayport negro,"{'CATEGORY': ['monitor gamer'], 'BRAND': ['gigabyte'], 'SERIES': ['gs27f'], 'DISPLAY_TECH': ['lcd'], 'SIZE': ['27']}",MONITOR
Monitores,27G411A-B,"Monitor Gamer LG UltraGear G4 LCD 27"", 1920x1080 Full HD, G-Sync/FreeSync, 144Hz, HDMI/DisplayPort, Negro",2749.0,454.0,2749.0,0.0,20251004 18:54,active,,,,,,monitor gamer lg ultragear g4 lcd 27 1920x1080 full hd g sync freesync 144hz hdmi displayport negro,"{'CATEGORY': ['monitor gamer'], 'BRAND': ['lg'], 'SERIES': ['ultragear g4'], 'DISPLAY_TECH': ['lcd'], 'SIZE': ['27']}",MONITOR
Mouses,GY51H47355,"Mouse Gamer Ergonómico Lenovo M600S QI, Inalámbrico, Óptico, 19.000DPI, RF Wireless/Bluetooth/USB-C, Gris",949.0,28.0,949.0,0.0,20251004 18:54,active,,,,,,mouse gamer ergonomico lenovo m600s qi inalambrico optico 19 000dpi rf wireless bluetooth usb c gris,"{'CATEGORY': ['mouse'], 'BRAND': ['lenovo'], 'SERIES': ['m600s qi'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['gris']}",MOUSE
Tarjetas de video,RX-76PQICKBY,"Tarjeta de Video XFX AMD Speedster QICK 308 AMD Radeon, 8GB 128-bit GDDR6, PCI Express 4.0",5889.0,128.0,5889.0,0.0,20251004 18:54,active,,,,,,tarjeta video xfx amd speedster qick 308 amd radeon 8gb 128 bit gddr6 pci express 4 0,"{'CATEGORY': ['tarjeta video'], 'BRAND': ['xfx'], 'SERIES': ['speedster qick 308'], 'STORAGE': ['8gb']}",GPU
Teclados,8.13682E+11,"Teclado Steelseries Apex 5, Alámbrico, USB, Negro (Inglés)",3289.0,20.0,3289.0,0.0,20251004 00:47,active,,,,,,teclado steelseries apex 5 alambrico usb negro ingles,"{'CATEGORY': ['teclado'], 'BRAND': ['steelseries'], 'SERIES': ['apex 5'], 'WIRE_LESS': ['alambrico'], 'COLOR': ['negro'], 'LANGUAGE': ['ingles']}",KEYBOARD
Fuentes de poder,MPY-7501-SFHAGV-3US,"Fuente de Poder Cooler Master V SFX Gold 80 PLUS Gold, Modular, 24-pin ATX, 12VHPWR, 92mm, 750W",2809.0,3.0,2809.0,0.0,20251004 18:54,active,,,,,,fuente poder cooler master v sfx gold 80 plus gold modular 24 pin atx 12vhpwr 92mm 750w,"{'CATEGORY': ['fuente poder'], 'BRAND': ['cooler master'], 'SERIES': ['v sfx gold'], 'CERTIFICATION': ['80 plus gold'], 'WATTAGE': ['750w']}",PSU
Routers,Halo H32G(3-pack),"Mercusys Router con Sistema de Red Wi-Fi en Malla Halo H32G, 2 x RJ-45, 867 Mbit/s WLAN, Doble Banda 2.4/5 GHz, Wi-Fi 5, 2 Antenas Internas de 5 dBi, 3 Piezas",1499.0,24.0,1499.0,0.0,20251004 18:54,active,,,,,,mercusys router sistema red wi fi malla halo h32g 2 x rj 45 867 mbit s wlan doble banda 2 4 5 ghz wi fi 5 2 antenas internas 5 dbi 3 piezas,"{'BRAND': ['mercusys'], 'SERIES': ['sistema red wi fi malla halo h32g'], 'SIZE': ['2 4']}",MULTI
Audifonos,90YH03A1-B1AA00,"ASUS Audífonos Gamer TUF Gaming H1 para PlayStation/Xbox One/Nintendo Switch/PC/MAC/Smartphone, Alámbrico, 3.5mm, Negro",759.0,78.0,759.0,0.0,20251004 18:54,active,,,,,,asus audifonos gamer tuf gaming h1 playstation xbox one nintendo switch pc mac smartphone alambrico 3 5mm negro,"{'BRAND': ['asus'], 'CATEGORY': ['audifonos'], 'SERIES': ['tuf gaming h1'], 'WIRE_LESS': ['alambrico'], 'COLOR': ['negro']}",HEADPHONE
Audifonos,8.50014E+11,"Steelseries Audífonos Gamer con Micrófono Arctis Nova 3, Alámbrico, 1.2 Metros, USB-C, Negro",3379.0,24.0,3379.0,0.0,20251004 00:47,active,,,,,,steelseries audifonos gamer microfono arctis nova 3 alambrico 1 2 metros usb c negro,"{'BRAND': ['steelseries'], 'CATEGORY': ['audifonos'], 'SERIES': ['arctis nova 3'], 'WIRE_LESS': ['alambrico'], 'COLOR': ['negro']}",HEADPHONE
Ventiladores,NA-0650B,"Ventilador Naceb NA-0650B, 3x 120mm, 1400RPM, ARGB, Blanco",278.0,158.0,278.0,0.0,20251004 18:54,active,,,,,,ventilador naceb na 0650b 3x 120mm 1400rpm argb blanco,"{'CATEGORY': ['ventilador'], 'BRAND': ['naceb'], 'SERIES': ['na 0650b'], 'SIZE': ['3x 120mm'], 'ILLUMINATION': ['argb'], 'COLOR': ['blanco']}",FAN
Laptops,16-c0011dx,"Laptop Gamer HP Omen 16, 16.1"" 1920x1080 Full HD, 5800H, NVIDIA GeForce RTX 3050 Ti, 16GB, 512GB SSD, Windows 11 Home, Español",11479.0,0.0,11479.0,0.0,20251004 18:54,active,,,,,,laptop gamer hp omen 16 16 1 1920x1080 full hd 5800h nvidia geforce rtx 3050 16gb 512gb ssd windows 11 home espanol,"{'CATEGORY': ['laptop gamer'], 'BRAND': ['hp'], 'SERIES': ['omen 16 16 1'], 'GPU': ['rtx 3050'], 'RAM_CAPACITY': ['16gb'], 'STORAGE': ['512gb']}",LAPTOP
Laptops,DC15250_I5RPLU16512PWHS_1W 0F6GX,"Laptop Dell 15 DC15250, 15.6"" 1920x1080 Full HD, Intel Core i5-1334U, 16GB, 512GB SSD, Windows 11 Home, Español",13459.0,0.0,13459.0,0.0,20251004 18:54,active,,,,,,laptop dell 15 dc15250 15 6 1920x1080 full hd intel core i5 1334u 16gb 512gb ssd windows 11 home espanol,"{'CATEGORY': ['laptop'], 'BRAND': ['dell'], 'SERIES': ['15 dc15250 15 6'], 'CPU': ['intel core i5 1334u'], 'RAM_CAPACITY': ['16gb'], 'STORAGE': ['512gb']}",LAPTOP
Limpiadores,KIT-001,"Silimex Aire Comprimido KIT-001, 660 ml, 2 Piezas",398.0,71.0,398.0,0.0,20251004 18:54,active,,,,,,silimex aire comprimido kit 001 660 ml 2 piezas,"{'BRAND': ['silimex'], 'SERIES': ['aire comprimido kit 001'], 'ITEMS': ['2 piezas']}",MULTI
Tarjetas madre,H610MHC 2.0,"Tarjeta Madre Biostar H610MHC 2.0, Micro-ATX, LGA 1700, Intel H610, 64GB DDR4, HDMI para Intel",1089.0,254.0,1089.0,0.0,20251004 18:54,active,,,,,,tarjeta madre biostar h610mhc 2 0 micro atx lga 1700 intel h610 64gb ddr4 hdmi intel,"{'CATEGORY': ['tarjeta madre'], 'BRAND': ['biostar'], 'SERIES': ['h610mhc 2 0']}",MOBO
Teclados,NA-0967,"Teclado Gamer Naceb NA-0967 LED RGB, Alámbrico, USB, Negro, Español",173.0,360.0,173.0,0.0,20251004 18:54,active,,,,,,teclado gamer naceb na 0967 led rgb alambrico usb negro espanol,"{'CATEGORY': ['teclado'], 'BRAND': ['naceb'], 'SERIES': ['na 0967'], 'WIRE_LESS': ['alambrico'], 'COLOR': ['negro'], 'LANGUAGE': ['espanol']}",KEYBOARD
Teclados,FORGE GK600 TKL W SKY US,"Teclado Gamer MSI Forge GK600 TKL Wireless Sky LED RGB TKL, Teclado Mecánico, Membrana, Inalámbrico, USB/Bluetooth, Multicolor, Inglés",1179.0,2.0,1179.0,0.0,20251004 18:54,active,,,,,,teclado gamer msi forge gk600 tkl wireless sky led rgb tkl teclado mecanico membrana inalambrico usb bluetooth multicolor ingles,"{'CATEGORY': ['teclado'], 'BRAND': ['msi'], 'SERIES': ['forge gk600 tkl wireless sky'], 'WIRE_LESS': ['inalambrico'], 'LANGUAGE': ['ingles']}",KEYBOARD
Audifonos,RZ04-03240700-R3U1,"Razer Audífonos Gamer BlackShark V2 X 7.1, Alámbrico, 1.3 Metros, 3.5mm, Blanco",1009.0,0.0,1009.0,0.0,20251004 18:54,active,,,,,,razer audifonos gamer blackshark v2 x 7 1 alambrico 1 3 metros 3 5mm blanco,"{'BRAND': ['razer'], 'CATEGORY': ['audifonos'], 'SERIES': ['blackshark v2 x 7 1'], 'WIRE_LESS': ['alambrico'], 'COLOR': ['blanco']}",HEADPHONE
Ventiladores,NF-S12A FLX,"Ventilador Noctua NF-S12A FLX, 120mm, 1200RPM, Beige/Café",649.0,34.0,649.0,0.0,20251004 18:54,active,,,,,,ventilador noctua nf s12a flx 120mm 1200rpm beige cafe,"{'CATEGORY': ['ventilador'], 'BRAND': ['noctua'], 'SERIES': ['nf s12a flx'], 'SIZE': ['120mm'], 'COLOR': ['beige cafe']}",FAN
Gabinetes,C5 ARGB,"Gabinete Antec C5, Midi-Tower, ATX/Micro-ATX/Mini-ITX, USB 2.0/3.0, sin Fuente, 7 Ventiladores Instalados, Negro",2129.0,32.0,2129.0,0.0,20250929 09:27,active,,,,,,gabinete antec c5 midi tower atx micro atx mini itx usb 2 0 3 0 fuente 7 ventiladores instalados negro,"{'CATEGORY': ['gabinete'], 'BRAND': ['antec'], 'SERIES': ['c5'], 'ITEMS': ['7 ventiladores']}",CASE
Laptops,B8LA8UA-24,"Laptop HP 15-FC0047WM, 15.6"" 1920x1080 Full HD Táctil, AMD Ryzen 7 7730U, 24GB, 512GB SSD, Windows 11 Home, Inglés",13069.0,13.0,13069.0,0.0,20251004 18:54,active,,,,,,laptop hp 15 fc0047wm 15 6 1920x1080 full hd tactil amd ryzen 7 7730u 24gb 512gb ssd windows 11 home ingles,"{'CATEGORY': ['laptop'], 'BRAND': ['hp'], 'SERIES': ['15 fc0047wm 15 6'], 'CPU': ['amd ryzen 7 7730u'], 'RAM_CAPACITY': ['24gb'], 'STORAGE': ['512gb']}",LAPTOP
Laptops,21L2S6ND00,"Laptop Lenovo ThinkPad L14 Gen 5, 14"" 1920x1200 WUXGA, Intel Core Ultra 5 125H, 16GB, 512GB SSD, Windows 11 Pro, Español",24669.0,40.0,24669.0,0.0,20251004 18:54,active,,,,,,laptop lenovo thinkpad l14 gen 5 14 1920x1200 wuxga intel core ultra 5 125h 16gb 512gb ssd windows 11 pro espanol,"{'CATEGORY': ['laptop'], 'BRAND': ['lenovo'], 'SERIES': ['thinkpad l14 gen 5 14'], 'CPU': ['intel core ultra 5 125h'], 'RAM_CAPACITY': ['16gb'], 'STORAGE': ['512gb']}",LAPTOP
Laptops,VB14E-CI516512MM,"Laptop ASUS Vivobook 14, 14"" 1920x1080 Full HD, Intel Core i5-1334U, 16GB, 512GB SSD, Windows 11 Home, Español",11369.0,543.0,11369.0,0.0,20251004 18:54,active,,,,,,laptop asus vivobook 14 14 1920x1080 full hd intel core i5 1334u 16gb 512gb ssd windows 11 home espanol,"{'CATEGORY': ['laptop'], 'BRAND': ['asus'], 'SERIES': ['vivobook 14 14'], 'CPU': ['intel core i5 1334u'], 'RAM_CAPACITY': ['16gb'], 'STORAGE': ['512gb']}",LAPTOP
Mouses,90MP0300-BMUA00,"Mouse Gamer ASUS Óptico ROG Strix IMPACT III, Alámbrico, USB, 12000DPI, Negro",839.0,0.0,839.0,0.0,20251004 18:54,active,,,,,,mouse gamer asus optico rog strix impact iii alambrico usb 12000dpi negro,"{'CATEGORY': ['mouse'], 'BRAND': ['asus'], 'SERIES': ['rog strix impact iii'], 'WIRE_LESS': ['alambrico'], 'COLOR': ['negro']}",MOUSE
Tarjetas madre,N7-B85XT-B1,"Tarjeta Madre NZXT N7 B850, ATX, Socket AM5, AMD B850, 256GB DDR5, HDMI para AMD",4269.0,5.0,4269.0,0.0,20251004 18:54,active,,,,,,tarjeta madre nzxt n7 b850 atx socket am5 amd b850 256gb ddr5 hdmi amd,"{'CATEGORY': ['tarjeta madre'], 'BRAND': ['nzxt'], 'SERIES': ['n7 b850']}",MOBO
Switches,EDS-P506E-4PoE-2GTXSFP,"Switch Moxa EDS-P506E-4PoE-2GTXSFP, 6 Puertos Gigabit Ethernet 10/100/1000 4 x No disponible 180W, 12 Gbit/s, 8000 Entradas, Administrado",28939.0,1.0,28939.0,0.0,20251004 18:54,active,,,,,,switch moxa eds p506e 4poe 2gtxsfp 6 puertos gigabit ethernet 10 100 1000 4 x disponible 180w 12 gbit s 8000 entradas administrado,"{'BRAND': ['switch', 'moxa'], 'SERIES': ['eds p506e 4poe 2gtxsfp'], 'STORAGE': ['6 puertos']}",MULTI
Audifonos,700384,"Sennheiser Audífonos con Micrófono Momentum 4, Bluetooth, Inalámbrico, USB-C, Blanco",7109.0,30.0,7109.0,0.0,20251004 18:54,active,,,,,,sennheiser audifonos microfono momentum 4 bluetooth inalambrico usb c blanco,"{'BRAND': ['sennheiser'], 'CATEGORY': ['audifonos'], 'SERIES': ['momentum 4'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['blanco']}",HEADPHONE
Ventiladores,NA-0650N,"Ventilador Naceb NA-0650N, 3x 120mm, 1400RPM, ARGB, Negro",273.0,62.0,273.0,0.0,20251004 18:54,active,,,,,,ventilador naceb na 0650n 3x 120mm 1400rpm argb negro,"{'CATEGORY': ['ventilador'], 'BRAND': ['naceb'], 'SERIES': ['na 0650n'], 'SIZE': ['3x 120mm'], 'ILLUMINATION': ['argb']}",FAN
Gabinetes,CX500M ARGB,"Gabinete Antec CX500M, Midi-Tower, Micro-ATX, USB 3.0, con Fuente de No disponible, 3 Ventiladores Instalados, Negro",1319.0,16.0,1319.0,0.0,20251004 18:54,active,,,,,,gabinete antec cx500m midi tower micro atx usb 3 0 fuente disponible 3 ventiladores instalados negro,"{'CATEGORY': ['gabinete'], 'BRAND': ['antec'], 'SERIES': ['cx500m'], 'ITEMS': ['3 ventiladores'], 'COLOR': ['negro']}",CASE
Gabinetes,0-761345-10144-8,"Gabinete Antec CX500m ARGB, Mini-Tower, Micro-ATX/Mini-ITX, USB 3.0, sin Fuente, 3 Ventiladores Instalados, Blanco",1399.0,20.0,1399.0,0.0,20251004 18:54,active,,,,,,gabinete antec cx500m argb mini tower micro atx mini itx usb 3 0 fuente 3 ventiladores instalados blanco,"{'CATEGORY': ['gabinete'], 'BRAND': ['antec'], 'SERIES': ['cx500m argb'], 'ITEMS': ['3 ventiladores'], 'COLOR': ['blanco']}",CASE
